"Marcaj de timp","Selectați genul:","În ce an de studiu sunteți?","În ce domeniu vă faceți studiile?"," Introduceți nota medie pentru anul universitar precedent(cu aproximare):","Localitatea de unde proveniți este:","În prezent sunteți angajat? Dacă da, ce program de muncă aveți?","Cum v-a influențat utilizarea tehnologiilor digitale activitatea de zi cu zi (la școală, la locul de muncă sau în viața personală)?","Cât de des utilizați instrumente digitale?","Cum credeți că ar trebui să fie educați oamenii pentru a folosi responsabil inteligența artificială?","Pe o scară de la 1 la 10, cât de important considerați că este să aveți competențe digitale bune pentru a folosi eficient inteligența artificială?","Care sunt principalele dificultăți pe care le întâmpinați atunci când folosiți un instrument AI?
(Puteți bifa mai multe variante)","Citiți următorul context:
Pe o platformă online apare o recenzie detaliată despre un nou medicament, cu explicații științifice, exemple de pacienți și concluzii logice. Textul este corect gramatical, dar are un ton impersonal și foarte precis.","Cât de des verificați corectitudinea informațiilor oferite de un instrument AI înainte de a le utiliza?
(Alegeți o singură variantă)","Câtă încredere aveți în acuratețea și utilitatea rezultatelor oferite de instrumentele bazate pe Inteligență Artificială?
(Notați pe o scară de la 1 – deloc încredere la 10 – foarte multă încredere)
","Care sunt cele mai mari îngrijorări personale legate de utilizarea AI?
(Puteți alege maximum 3 variante)","Redactarea unei lucrări de licență","Verificarea unui diagnostic medical","Evaluarea performanței la locul de muncă","Gestionarea datelor personale sensibile","Alte domenii","Pe o scară de la 1 la 10, unde 1 înseamnă „deloc” și 10 înseamnă „foarte”, cât de benefic este AI-ul în domeniul IT?","Care considerati ca este principalul risc al AI pt domeniul IT?","Ce impact credeți că va avea AI asupra pieței locurilor de muncă din IT în următorii ani?","AI îmbunătățește eficiența și productivitatea specialiștilor IT. (1 - 10, unde 1 = „Deloc de acord” și 10 = „Total de acord” )","Cât de probabil crezi că este ca industria IT actuală (ex. AI, startup-uri tech, crypto) să treacă printr-un “.com bubble 2.0” în următorii 5 ani? (Răspunde pe o scară de la 1 la 10, unde 1 = deloc probabil și 10 = foarte probabil)","Care crezi că sunt principalele asemănări sau diferențe între “.com bubble” (anii 1999–2001) și valul actual de investiții și hype din jurul tehnologiilor moderne (AI, blockchain, startup-uri)?","Cat de important crezi ca va fi pentru specialistii IT sa stie sa lucreze impreuna cu instrumente bazate pe inteligenta artificiala (AI)? (1 - Deloc important, 10 - Foarte important)","Ce abilitati crezi ca vor fi cele mai importante pentru specialistii IT in viitor, avand in vedere dezvoltarea inteligentei artificiale si a noilor tehnologii?","Ce schimbări considerați că aduce inteligența artificială în modul de lucru al echipelor de dezvoltare software?","În ce măsură considerați că AI contribuie la reducerea erorilor umane în activitățile informatice?(1 – Deloc, 10 – În foarte mare măsură)
","Cât de mult sunteți de acord cu următoarea afirmație: „Implementarea sistemelor bazate pe AI va îmbunătăți semnificativ viteza și precizia diagnosticului bolilor în următorii 5 ani.”?","Este util să îmi formez o părere despre starea mea de sănătate interepretând rezultatele cu AI. ","Integrarea pe scară largă a Inteligenței Artificiale va avea un impact mare asupra reducerii costurilor operaționale din sănătate. Vă rugăm să selectați un răspuns referitor la afirmația de mai devreme.","Integrarea pe scară largă a Inteligenței Artificiale va avea un impact mare asupra asupra îmbunătățirii calității actului medical.","Cât de mult sunteți de acord cu următoarea afirmație: ”Sunt confortabil ca un diagnostic medical inițial să fie stabilit de un sistem bazat pe Inteligența Artificială, atâta timp cât este validat ulterior de un medic uman”. "," Care credeți că este cel mai mare beneficiu al integrării pe scară largă a Inteligenței Artificiale în procesele de diagnosticare și tratament din spitale?","Ați fi de acord ca Inteligența artificială să prelucreze datele medicale personale în vederea antrenării modelului?","În ce măsură considerați că disciplinele legate de inteligența artificială  ar trebui să devină o componentă obligatorie a curriculum-ului în școlile de medicină și asistență medicală?","Părtinirea Algoritmică (Bias): Riscul ca algoritmii AI să ofere tratamente sau diagnostice inechitabile pentru anumite grupuri de pacienți.","Confidențialitatea și Securitatea Datelor: Riscul de breșe de securitate sau de utilizare neautorizată a datelor medicale sensibile.","Problema Responsabilității: Dificultatea de a stabili cine este legal responsabil în cazul unui rezultat medical negativ cauzat de o eroare AI.
","Pierderea Relației Umane/Empatia: Reducerea interacțiunii umane și a empatiei în actul medical.
","Accesul Inegal (Disparități): Riscul ca tehnologiile AI avansate să fie disponibile doar unui segment restrâns de populație sau unități medicale.","Deplasarea Forței de Muncă: Impactul AI asupra locurilor de muncă ale personalului medical și paramedical.
","Inteligența artificială să ia decizii privind interpretarea imaginilor medicale(radiografii, RMN, CT).","Inteligența artificială să asiste medicii în timpul unei intervenții chirurgicale.","Inteligența artificială să monitorizeze în timp real starea pacienților internați.","Inteligența artificială sa fie folosit în analiza rezultatelor de laborator(ex. analiza de sânge).","Inteligența artificială să ofere o a doua opinie medicală în cazurile complicate.","Cât de des utilizați instrumente bazate pe AI pentru studiu?","În ce măsură considerați că utilizarea AI vă reduce timpul necesar pentru pregătirea academică (teme, proiecte)? Să se ofere o notă de la 1 (deloc) la 10 (foarte mult).","Pe o scara de la 1 la 10, în ce masură consideri că AI îmbunătățește procesul de învățare? (1- deloc, 10- foarte mult)","Considerați că AI poate înlocui parțial sau total rolul profesorului?","În opinia dumneavoastră, cum ar trebui integrate instrumentele AI în procesul de predare pentru a sprijini învățarea activă?","În medie, câte ore pe săptămână petreceți folosind aplicații educaționale care integrează AI? ","Cum vedeți impactul AI asupra relației dintre elev și profesor în procesul educațional?","Cât de mult considerați că AI v-a îmbunătățit capacitatea de a înțelege concepte complexe? (1 = Deloc, 10 = Foarte mult)
","Pe o scară de la 1 la 10, cât de des verificați corectitudinea răspunsurilor generate de un instrument AI înainte de a le utiliza? 1 – Niciodată; 5 – Aproximativ jumătate din timp; 10 – Întotdeauna
","Care sunt cele mai frecvente greșeli sau limitări pe care le-ați întâlnit când ați folosit AI pentru studiu? (Puteți selecta mai multe variante.)","În ce masură, de la 1 la 10, considerați utilizarea AI utilă în pregătirea pentru examene?(1-Absolut inutil; 10-Extrem de util)","Ce îmbunătățiri ați propune pentru utilizarea AI în activitățile de studiu?","Câtă încredere aveți în recomandările de călătorie oferite de platforme care folosesc inteligența artificială (ex. Booking, Expedia, TripIt, GuideGeek)","Ce tip de funcționalități bazate pe AI ați dori să existe într-o aplicație de turism ideală?","În ce mod considerați că Inteligența Artificială poate îmbunătăți experiența turiștilor (ex.: recomandări personalizate, ghizi virtuali, traduceri automate, asistenți de călătorie)?","Cât de mult sunteți de acord cu afirmația: „Utilizarea AI în turism contribuie la creșterea satisfacției clienților”? Raspundeti pe o scara de la 1 la 10, unde 1 = deloc probabil si 10 = foarte probabil","Ce riscuri considerați că pot apărea prin utilizarea AI în industria turismului ?","În ce măsură considerați că utilizarea AI în planificarea călătoriilor reduce timpul și efortul turiștilor? Raspundeti pe o scara de la 1 la 10, unde 1 = deloc probabil si 10 = foarte probabil","Cât de probabil este să rezervați o cazare sau o activitate recomandată de un algoritm AI, dacă are recenzii bune, dar este cu aproximativ 10% mai scumpă decât alternativele?
Răspundeți pe o scară de la 1 la 10, unde 1 = deloc probabil și 10 = foarte probabil.  ","Descrieți o situație în care intenționați să călătoriți într-o destinație dorită, iar un instrument AI vă avertizează asupra unor riscuri (de ex., securitate, sănătate publică, dezastre naturale, restricții legale). Ce ați face după ce primiți această informație și de ce?
(de exemplu: ați amâna/anula călătoria, ați căuta confirmări din surse oficiale, ați ajusta itinerariul sau destinația, ați merge totuși cu măsuri suplimentare de siguranță etc.)
","Pentru a primi recomandări de călătorie cât mai personalizate (de ex., activități bazate pe hobby-uri, restaurante bazate pe diete anterioare), cât de dispus(ă) ați fi să permiteți aplicației AI accesul la date suplimentare (ex. istoricul călătoriilor, calendarul personal, profilul de social media)?Răspundeți pe o scară de la 1 la 10
","Atunci când o aplicație de turism bazată pe AI vă generează un itinerariu sau o recomandare (obiectiv, restaurant etc.), ce tip de explicație ați considera cea mai importantă pentru a avea încredere în sugestie?"
"2025/11/14 9:08:04 p.m. EET","Feminin","III","Domeniul IT","8","Oraș","Nu sunt angajat","Mi-a ușurat activitățile zilnice și m-a ajutat să fiu mai eficientă.;Accesez rapid informații și resurse utile pentru studiu.;Tehnologia digitală îmi economisește timp, dar uneori mă face să petrec prea mult online.;M-a ajutat să învăț lucruri noi și să lucrez mai organizat.","Zilnic","Prin instruiri la locul de muncă despre utilizarea sigură a AI.;Prin materiale și tutoriale pe internet ușor de înțeles.","6","Răspunsuri inexacte sau eronate;Costuri pentru funcțiile premium","Generat de un AI","Niciodată","9","Pierderea locurilor de muncă;Dependența excesivă de tehnologie;Efecte asupra educației (copiere, învățare superficială)","6","3","5","3","7","7","Pierderea locurilor de muncă","AI va reduce nevoia de programatori pentru sarcini simple și repetitive.","5","5","Diferența majoră constă în gradul de maturitate al tehnologiei: AI are deja aplicații reale, internetul din 2000 era abia la început.","5","Cunoștințe de programare","Automatizarea sarcinilor repetitive (ex: testare, generare de cod, analiză de erori)","7","Dezacord","Dezacord Parțial","Dezacord Parțial","Dezacord Parțial","Dezacord Total","Diagnosticare mai rapidă și precisă","Nu","Puțin necesar","6","5","7","4","6","5","3","2","3","3","3","Frecvent (4+ ori pe săptămână)","8","6","Nu, nu poate înlocui","Prin simulări și scenarii virtuale care permit elevilor să experimenteze concepte practice","3–5 ore pe săptămână","Răspunsuri prea generale sau superficiale","7","6","Lipsa surselor sau referințelor clare;Probleme etice (plagiat, bias, confidențialitate)","6","","Medie","","","4","Pierderea interacțiunii umane","4","Opțiunea 1","","5","Justificarea bazată pe preferințele mele (Potrivirea personală)"
"2025/11/14 9:09:56 p.m. EET","Feminin","III","Domeniul IT","8","Municipiu","Nu sunt angajat","Mi-a ușurat activitățile zilnice și m-a ajutat să fiu mai eficientă.","Zilnic","Prin campanii publice care încurajează folosirea conștientă a tehnologiei.","4","Nu știu cum să formulez întrebările potrivite;Probleme de confidențialitate / securitate a datelor","Scris de un om","Doar când informația este foarte importantă","2","Pierderea locurilor de muncă","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/11/15 3:04:46 p.m. EET","Masculin","III","Domeniul IT","8","Oraș","Da, program part-time(4-6 ore/zi)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","",""
"2025/11/17 7:16:57 p.m. EET","Feminin","Master","Domeniul Economic","9,70","Municipiu","Da, program full-time (8 ore/zi)","Mi-a ușurat activitățile zilnice și m-a ajutat să fiu mai eficientă.;M-a ajutat să învăț lucruri noi și să lucrez mai organizat.","Zilnic","Prin lecții la școală despre folosirea corectă a AI.;Prin instruiri la locul de muncă despre utilizarea sigură a AI.;Prin campanii publice care încurajează folosirea conștientă a tehnologiei.","10","Probleme de confidențialitate / securitate a datelor;Costuri pentru funcțiile premium","Generat de un AI","Doar când informația este foarte importantă","5","Manipularea informațiilor / fake news","8","10","8","6","9","10","Decizii nedrepte sau părtinitoare","⁠⁠Numărul de entry level jobs va scădea semnificativ.","8","7","În prezent, infrastructura digitală (cloud, big data, GPU) permite o valorificare reală a inovației, spre deosebire de perioada .com.","4","Analiza informației","Îmbunătățirea colaborării și a comunicării prin instrumente inteligente (ex: asistenți AI, code review automat)","8","Nici acord, nici dezacord","Dezacord Parțial","Dezacord Parțial","Neutru","Neutru","Eficientizarea proceselor medicale și reducerea timpilor de așteptare","Nu","Moderat necesar","9","6","5","4","8","6","8","6","6","6","5","Ocazional (1-3 ori pe săptămână )","6","5","Da, parţial","Prin simulări și scenarii virtuale care permit elevilor să experimenteze concepte practice","3–5 ore pe săptămână","Dificultăți în înțelegerea cerinței întrebării","6","7","Dificultăți în înțelegerea cerinței întrebării;Lipsa creativității sau a gândirii critice","8","","Medie","Recenzii ","Recomandări personalizate ","9","Erori de recomandare","6","7","as amana","5","Justificarea bazată pe logistică și constrângeri (Eficiența)"
"2025/11/17 9:18:48 p.m. EET","Feminin","III","Domeniul Social","8","Municipiu","Nu sunt angajat","Mi-a ușurat activitățile zilnice și m-a ajutat să fiu mai eficientă.;Pot comunica și colabora mai ușor cu colegii la școală și la muncă.;Accesez rapid informații și resurse utile pentru studiu.;Tehnologia digitală îmi economisește timp, dar uneori mă face să petrec prea mult online.;M-a ajutat să învăț lucruri noi și să lucrez mai organizat.","Zilnic","Prin lecții la școală despre folosirea corectă a AI.;Prin instruiri la locul de muncă despre utilizarea sigură a AI.","7","Costuri pentru funcțiile premium;Limbaj tehnic dificil","Generat de un AI","Doar când informația este foarte importantă","7","Dependența excesivă de tehnologie;Efecte asupra educației (copiere, învățare superficială)","4","5","3","2","5","6","Atacuri cibernetice mai avansate","AI va reduce nevoia de programatori pentru sarcini simple și repetitive.","7","5","Diferența majoră constă în gradul de maturitate al tehnologiei: AI are deja aplicații reale, internetul din 2000 era abia la început.","8","Adaptare la schimbări","Automatizarea sarcinilor repetitive (ex: testare, generare de cod, analiză de erori)","6","Dezacord","Dezacord Parțial","Dezacord Parțial","Neutru","Dezacord Parțial","Eficientizarea proceselor medicale și reducerea timpilor de așteptare","Nu știu","Moderat necesar","7","6","6","8","6","7","6","3","5","5","4","Frecvent (4+ ori pe săptămână)","8","8","Nu, nu poate înlocui","Prin aplicații de învățare adaptivă care oferă exerciții și explicații personalizate","3–5 ore pe săptămână","Răspunsuri prea generale sau superficiale","8","3","Răspunsuri prea generale sau superficiale;Probleme de coerență / contradicții în răspunsuri","8","Sa nu te bazezi doar pe ce spune AI","Medie","un ghid cu răspunsuri personalizate ","recomandări personalizate ","5","Pierderea interacțiunii umane","6","4","As cauta confirmari din surse oficiale","4","O explicație combinată (Rezumatul optimizării)"
"2025/11/19 2:41:03 p.m. EET","Feminin","III","Domeniul Social","7,80","Municipiu","Nu sunt angajat","Accesez rapid informații și resurse utile pentru studiu.;M-a ajutat să învăț lucruri noi și să lucrez mai organizat.","2-3x/săptămână","Prin lecții la școală despre folosirea corectă a AI.;Prin instruiri la locul de muncă despre utilizarea sigură a AI.","7","Răspunsuri inexacte sau eronate;Costuri pentru funcțiile premium","Nu puteți face diferența","Aproape de fiecare dată","7","Dependența excesivă de tehnologie;Manipularea informațiilor / fake news;Efecte asupra educației (copiere, învățare superficială)","4","6","7","5","7","8","Dependența de tehnologie","Rolurile creative și strategice din IT vor deveni mai importante.","6","4","Diferența majoră constă în gradul de maturitate al tehnologiei: AI are deja aplicații reale, internetul din 2000 era abia la început.","8","Adaptare la schimbări","Automatizarea sarcinilor repetitive (ex: testare, generare de cod, analiză de erori)","5","Acord","Dezacord Parțial","Neutru","Acord Parțial","Acord Total","Eficientizarea proceselor medicale și reducerea timpilor de așteptare","Da","Moderat necesar","5","3","8","8","7","7","8","6","8","8","7","Ocazional (1-3 ori pe săptămână )","6","6","Nu, nu poate înlocui","Prin aplicații de învățare adaptivă care oferă exerciții și explicații personalizate","0 – Nu folosesc deloc","Lipsa creativității sau a gândirii critice","3","7","Lipsa surselor sau referințelor clare;Răspunsuri prea generale sau superficiale","5","","Mare","","","8","Pierderea interacțiunii umane","8","5","","8","O explicație combinată (Rezumatul optimizării)"
"2025/11/27 10:59:37 a.m. EET","Masculin","III","Domeniul IT","9.0","Comună","Nu sunt angajat","Mi-a ușurat activitățile zilnice și m-a ajutat să fiu mai eficientă.","Zilnic","Prin lecții la școală despre folosirea corectă a AI.;Prin instruiri la locul de muncă despre utilizarea sigură a AI.","8","Alte dificultăți","Generat de un AI","Doar când informația este foarte importantă","8","Pierderea locurilor de muncă;Dependența excesivă de tehnologie;Efecte asupra educației (copiere, învățare superficială)","9","6","6","1","4","10","Scăderea competențelor umane","⁠Cererea de specialiști în AI, data science și automatizare va crește.","8","6","Investitorii actuali sunt mai prudenți, iar piețele sunt mai reglementate comparativ cu perioada 1999–2001.","10","Gândire logica","Creșterea productivității și reducerea timpului de dezvoltare","4","Acord","Neutru","Dezacord Parțial","Neutru","Dezacord Parțial","Reducerea erorilor umane","Da","Foarte necesar","8","6","8","10","10","3","6","7","10","10","3","Frecvent (4+ ori pe săptămână)","10","8","Nu, nu poate înlocui","Prin simulări și scenarii virtuale care permit elevilor să experimenteze concepte practice","0 – Nu folosesc deloc","Lipsa creativității sau a gândirii critice","8","6","Răspunsuri prea generale sau superficiale","9","","Mare","","","8","Pierderea interacțiunii umane","10","5","Aman","8","Justificarea bazată pe date agregate (Validarea socială)"
"2025/11/27 11:31:20 a.m. EET","Feminin","III","Domeniul Juridic","8","Oraș","Nu sunt angajat","Mi-a ușurat activitățile zilnice și m-a ajutat să fiu mai eficientă.","Zilnic","Prin instruiri la locul de muncă despre utilizarea sigură a AI.;Prin materiale și tutoriale pe internet ușor de înțeles.","10","Răspunsuri inexacte sau eronate;Nu știu cum să formulez întrebările potrivite;Probleme de confidențialitate / securitate a datelor","Generat de un AI","Aproape de fiecare dată","7","Pierderea locurilor de muncă;Dependența excesivă de tehnologie;Manipularea informațiilor / fake news","6","3","3","5","8","10","Pierderea locurilor de muncă","AI va reduce nevoia de programatori pentru sarcini simple și repetitive.","10","7","Ambele valuri au fost determinate de o creștere rapidă a investițiilor speculative în tehnologii emergente.","8","Gândire logica","Automatizarea sarcinilor repetitive (ex: testare, generare de cod, analiză de erori)","10","Dezacord total","Acord Parțial","Acord Parțial","Acord Parțial","Acord Parțial","Reducerea erorilor umane","Nu știu","Moderat necesar","8","5","5","7","4","8","4","7","6","3","8","Frecvent (4+ ori pe săptămână)","4","8","Da, parţial","Prin utilizarea AI pentru generarea de materiale didactice (teste, fișe de lucru, prezentări etc.)","1–2 ore pe săptămână","Probleme de coerență / contradicții în răspunsuri","","8","Probleme de coerență / contradicții în răspunsuri","7","","Mică","","","6","Lipsa autenticității","4","7","","4","Justificarea bazată pe date agregate (Validarea socială)"
"2025/11/27 11:46:18 a.m. EET","Feminin","III","Domeniul IT","8","București","Nu sunt angajat","Accesez rapid informații și resurse utile pentru studiu.","2-3x/săptămână","Prin lecții la școală despre folosirea corectă a AI.;Prin instruiri la locul de muncă despre utilizarea sigură a AI.;Prin campanii publice care încurajează folosirea conștientă a tehnologiei.","6","Răspunsuri inexacte sau eronate","Nu puteți face diferența","Aproape de fiecare dată","8","Efecte asupra educației (copiere, învățare superficială);Influențarea opiniilor prin conținut generat automat","5","5","3","1","5","10","Scăderea competențelor umane","Companiile vor căuta tot mai mult eficiență, nu doar forță de muncă tehnică.","7","5","Ambele valuri au fost determinate de o creștere rapidă a investițiilor speculative în tehnologii emergente.","8","Analiza informației","Necesitatea de noi competențe (în special în AI și machine learning)","5","Nici acord, nici dezacord","Dezacord Parțial","Neutru","Dezacord Parțial","Acord Parțial","Eficientizarea proceselor medicale și reducerea timpilor de așteptare","Da","Moderat necesar","5","5","9","8","5","5","4","3","8","8","6","Ocazional (1-3 ori pe săptămână )","6","6","Depinde de domeniu","Prin simulări și scenarii virtuale care permit elevilor să experimenteze concepte practice","0 – Nu folosesc deloc","Lipsa creativității sau a gândirii critice","4","6","Informații incorecte sau depășite","9","","Mică","asistenți de călătorie disponibili 24/7 pentru orice problema","asistenți de călătorie disponibili 24/7 pentru orice problema","5","Erori de recomandare","6","4","caut informații din surse oficiale sau păreri ale oamenilor pe diferite forumuri verificate ","3","O explicație combinată (Rezumatul optimizării)"
"2025/11/28 9:44:43 a.m. EET","Feminin","I","Domeniul IT","7","Comună","Nu sunt angajat","Mi-a ușurat activitățile zilnice și m-a ajutat să fiu mai eficientă.","2-3x/săptămână","Prin lecții la școală despre folosirea corectă a AI.;Prin emisiuni la TV care arată cum se folosește AI responsabil.;Prin materiale și tutoriale pe internet ușor de înțeles.","3","Răspunsuri inexacte sau eronate","Scris de un om","Doar când informația este foarte importantă","5","Pierderea locurilor de muncă;Manipularea informațiilor / fake news","6","1","6","3","5","6","Pierderea locurilor de muncă","AI va reduce nevoia de programatori pentru sarcini simple și repetitive.","5","5","Investitorii actuali sunt mai prudenți, iar piețele sunt mai reglementate comparativ cu perioada 1999–2001.","10","Ințelegerea inteligenței artificiale","Automatizarea sarcinilor repetitive (ex: testare, generare de cod, analiză de erori)","6","Nici acord, nici dezacord","Acord Parțial","Acord Parțial","Dezacord Parțial","Acord Total","Acces mai bun la servicii medicale în zonele defavorizate","Nu știu","Moderat necesar","9","9","8","8","5","6","6","5","5","5","5","Ocazional (1-3 ori pe săptămână )","9","6","Depinde de domeniu","Prin platforme educaționale interactive care includ asistenți AI (ex: chatbots educaționali)","1–2 ore pe săptămână","Dificultăți în înțelegerea cerinței întrebării","7","7","Informații incorecte sau depășite","7","","Medie","","","4","Pierderea interacțiunii umane","5","4","","6","Justificarea bazată pe preferințele mele (Potrivirea personală)"
